id	genre_term	word_term	word_definition	word_explanation	question_content	correct_answer	difficulty
242	Network	gRPC	gRPC Remote Procedure Call	高性能RPCフレームワーク	Googleが開発した高性能なリモートプロシージャコールフレームワークは何ですか？	gRPC	3
243	Network	WebRTC	Web Real-Time Communication	Webブラウザ間リアルタイム通信	Webブラウザ間で直接音声やビデオ通信を行うための技術は何ですか？	WebRTC	3
244	Network	QUIC	Quick UDP Internet Connections	UDPベースのトランスポートプロトコル	Googleが開発した低遅延のインターネットトランスポートプロトコルは何ですか？	QUIC	3
245	Network	TLS 1.3	Transport Layer Security version 1.3	最新の通信暗号化プロトコル	インターネット通信のセキュリティを強化した最新バージョンの暗号化プロトコルは何ですか？	TLS 1.3	3
246	Network	DNSSEC	Domain Name System Security Extensions	DNSのセキュリティ拡張	DNSの応答が改ざんされていないことを保証する技術は何ですか？	DNSSEC	3
247	Network	DoH	DNS over HTTPS	HTTPS上のDNS	DNS解決をHTTPS上で行うことでプライバシーを保護する技術は何ですか？	DoH	3
248	Network	RPKI	Resource Public Key Infrastructure	インターネットルーティングのセキュリティフレームワーク	BGPルーティングのセキュリティを向上させるための公開鍵基盤は何ですか？	RPKI	3
249	Network	PIM	Protocol Independent Multicast	プロトコル非依存マルチキャスト	様々なルーティングプロトコルと連携できるマルチキャストルーティングプロトコルは何ですか？	PIM	3
250	Network	IPSLA	IP Service Level Agreement	IPサービスレベル契約	シスコ社のネットワークパフォーマンス監視ツールは何ですか？	IPSLA	3
251	Network	SD-WAN	Software-Defined Wide Area Network	ソフトウェア定義広域ネットワーク	ソフトウェアを使用してWANを制御・最適化する技術は何ですか？	SD-WAN	3
252	Network	ZTP	Zero Touch Provisioning	ゼロタッチプロビジョニング	ネットワーク機器を自動的に設定する技術は何ですか？	ZTP	3
253	Network	EVPN	Ethernet VPN	イーサネットVPN	L2VPNサービスを提供するためのBGP拡張は何ですか？	EVPN	3
254	Network	SR	Segment Routing	セグメントルーティング	パケットの転送経路をソースでプログラムする技術は何ですか？	SR	3
255	Network	BFD	Bidirectional Forwarding Detection	双方向フォワーディング検出	ネットワークリンクの障害を高速に検出するプロトコルは何ですか？	BFD	3
256	Network	MLAG	Multi-Chassis Link Aggregation	マルチシャーシリンクアグリゲーション	複数のスイッチを1つの論理スイッチとして扱う技術は何ですか？	MLAG	3
257	Network	PTP	Precision Time Protocol	高精度時刻同期プロトコル	ネットワーク上のデバイスの時刻を高精度で同期するプロトコルは何ですか？	PTP	3
258	Network	OAM	Operations, Administration and Maintenance	運用管理保守	ネットワークの運用、管理、保守を行うための機能セットは何と呼ばれますか？	OAM	3
259	Network	TWAMP	Two-Way Active Measurement Protocol	双方向アクティブ測定プロトコル	ネットワークのパフォーマンスを双方向で測定するプロトコルは何ですか？	TWAMP	3
260	Network	SRv6	Segment Routing IPv6	IPv6用セグメントルーティング	IPv6ネットワークでセグメントルーティングを実現する技術は何ですか？	SRv6	3
261	Network	VxLAN EVPN	Virtual Extensible LAN Ethernet VPN	VxLANとEVPNの組み合わせ	データセンターネットワークでL2/L3接続を提供する技術の組み合わせは何ですか？	VxLAN EVPN	3
262	Network	NGFW	Next-Generation Firewall	次世代ファイアウォール	従来のファイアウォールに高度な機能を追加したセキュリティ装置は何ですか？	NGFW	3
263	Network	WAF	Web Application Firewall	Webアプリケーションファイアウォール	Webアプリケーションを特定の攻撃から保護するセキュリティ装置は何ですか？	WAF	3
264	Network	CASB	Cloud Access Security Broker	クラウドアクセスセキュリティブローカー	クラウドサービスの使用を可視化・制御するセキュリティツールは何ですか？	CASB	3
265	Network	EDR	Endpoint Detection and Response	エンドポイント検知・対応	エンドポイントの脅威を検知・対応するセキュリティツールは何ですか？	EDR	3
266	Network	SASE	Secure Access Service Edge	セキュアアクセスサービスエッジ	ネットワークとセキュリティをクラウドで統合する新しいアーキテクチャは何ですか？	SASE	3
267	Network	SOAR	Security Orchestration, Automation and Response	セキュリティオーケストレーション自動化対応	セキュリティ運用を自動化・効率化するツールスイートは何ですか？	SOAR	3
268	Network	XDR	Extended Detection and Response	拡張検知・対応	複数のセキュリティレイヤーにわたる脅威検知・対応ツールは何ですか？	XDR	3
269	Network	ZTNA	Zero Trust Network Access	ゼロトラストネットワークアクセス	「信頼しない、常に確認する」原則に基づくネットワークアクセスモデルは何ですか？	ZTNA	3
270	Network	SDP	Software Defined Perimeter	ソフトウェア定義境界	ネットワークリソースを動的に隠蔽・保護する技術は何ですか？	SDP	3
271	Network	NDR	Network Detection and Response	ネットワーク検知・対応	ネットワークトラフィックの異常を検知・対応するセキュリティツールは何ですか？	NDR	3
272	Network	DMARC	Domain-based Message Authentication, Reporting and Conformance	ドメインベースのメッセージ認証・報告・準拠	電子メールのなりすましを防止するプロトコルは何ですか？	DMARC	3
273	Network	BIMI	Brand Indicators for Message Identification	メッセージ識別のためのブランド指標	電子メールの送信元を視覚的に認証する仕組みは何ですか？	BIMI	3
274	Network	MFA	Multi-Factor Authentication	多要素認証	複数の認証要素を組み合わせてセキュリティを強化する方法は何ですか？	MFA	2
275	Network	SSO	Single Sign-On	シングルサインオン	1回の認証で複数のサービスにアクセスできる仕組みは何ですか？	SSO	2
276	Network	SAML	Security Assertion Markup Language	セキュリティアサーションマークアップ言語	認証・認可情報を交換するためのXMLベースの規格は何ですか？	SAML	3
277	Network	OAuth	Open Authorization	オープン認可	サードパーティアプリケーションの認可を行うオープン標準は何ですか？	OAuth	3
278	Network	JWT	JSON Web Token	JSONウェブトークン	JSON形式で安全に情報を転送するためのコンパクトな方式は何ですか？	JWT	3
279	Network	PKI	Public Key Infrastructure	公開鍵基盤	デジタル証明書を管理するための総合的なシステムは何ですか？	PKI	3
280	Network	HSM	Hardware Security Module	ハードウェアセキュリティモジュール	暗号鍵を安全に管理するための専用ハードウェアは何ですか？	HSM	3
281	Network	TPM	Trusted Platform Module	信頼できるプラットフォームモジュール	ハードウェアレベルでセキュリティ機能を提供するチップは何ですか？	TPM	3
282	Network	SELinux	Security-Enhanced Linux	セキュリティ強化Linux	Linuxのセキュリティを強化するためのカーネルモジュールは何ですか？	SELinux	3
283	Network	AppArmor	Application Armor	アプリケーションアーマー	Linuxのアプリケーションセキュリティを強化するシステムは何ですか？	AppArmor	3
284	Network	CAPTCHA	Completely Automated Public Turing test to tell Computers and Humans Apart	キャプチャ	人間とコンピュータを区別するためのテスト方式は何ですか？	CAPTCHA	2
285	Network	DLP	Data Loss Prevention	データ損失防止	機密情報の流出を防ぐためのセキュリティ技術は何ですか？	DLP	3
286	Network	CSPM	Cloud Security Posture Management	クラウドセキュリティ態勢管理	クラウド環境のセキュリティ設定を継続的に評価・管理するツールは何ですか？	CSPM	3
287	Network	CWPP	Cloud Workload Protection Platform	クラウドワークロード保護プラットフォーム	クラウド上のワークロードを保護するためのセキュリティプラットフォームは何ですか？	CWPP	3
288	Network	UEBA	User and Entity Behavior Analytics	ユーザーとエンティティの行動分析	ユーザーや機器の異常な行動を検出するセキュリティ分析手法は何ですか？	UEBA	3
289	Network	IAM	Identity and Access Management	アイデンティティ・アクセス管理	ユーザー認証と権限管理を一元的に行うシステムは何ですか？	IAM	3
290	Network	PAM	Privileged Access Management	特権アクセス管理	特権ユーザーのアクセスを管理・監視するシステムは何ですか？	PAM	3
291	Network	RBAC	Role-Based Access Control	ロールベースアクセス制御	ユーザーの役割に基づいてアクセス権を制御する方式は何ですか？	RBAC	3
292	Network	ABAC	Attribute-Based Access Control	属性ベースアクセス制御	ユーザーや環境の属性に基づいてアクセス権を制御する方式は何ですか？	ABAC	3
293	Network	FIM	File Integrity Monitoring	ファイル整合性監視	重要なファイルの変更を検出・警告するセキュリティ技術は何ですか？	FIM	3
294	Network	HIDS	Host-based Intrusion Detection System	ホストベース侵入検知システム	個々のホスト上で動作する侵入検知システムは何ですか？	HIDS	3
295	Network	NIDS	Network-based Intrusion Detection System	ネットワークベース侵入検知システム	ネットワークトラフィックを監視する侵入検知システムは何ですか？	NIDS	3
296	Network	SIEM	Security Information and Event Management	セキュリティ情報・イベント管理	セキュリティイベントを一元管理・分析するシステムは何ですか？	SIEM	3
297	Network	CTI	Cyber Threat Intelligence	サイバー脅威インテリジェンス	サイバー脅威に関する情報を収集・分析・共有する活動は何ですか？	CTI	3
298	Network	TIP	Threat Intelligence Platform	脅威インテリジェンスプラットフォーム	脅威情報を集約・分析・活用するためのプラットフォームは何ですか？	TIP	3
299	Network	STIX	Structured Threat Information eXpression	構造化脅威情報表現	サイバー脅威情報を構造化して表現するための規格は何ですか？	STIX	3
300	Network	TAXII	Trusted Automated eXchange of Intelligence Information	信頼された自動化情報交換	STIX形式の脅威情報を交換するためのプロトコルは何ですか？	TAXII	3
301	Security	ファイアウォール	Firewall	ネットワーク間の通信を制御するセキュリティ装置	不正なアクセスからネットワークを保護する基本的なセキュリティ装置は何ですか？	ファイアウォール	1
302	Security	アンチウイルスソフトウェア	Antivirus Software	マルウェアを検出・除去するソフトウェア	コンピューターウイルスやその他の悪意のあるソフトウェアから保護するプログラムは何ですか？	アンチウイルスソフトウェア	1
303	Security	暗号化	Encryption	データを読めない形式に変換する技術	データを保護するために、読めない形式に変換する技術は何ですか？	暗号化	2
304	Security	VPN	Virtual Private Network	安全な通信経路を提供する技術	インターネット上に暗号化された安全な通信経路を作成する技術は何ですか？	VPN	2
305	Security	多要素認証	Multi-Factor Authentication	複数の認証要素を組み合わせる認証方式	パスワード以外の要素も組み合わせて認証を強化する方式は何ですか？	多要素認証	2
306	Security	パスワードハッシュ	Password Hash	パスワードを固定長の文字列に変換する技術	パスワードを安全に保存するために、固定長の文字列に変換する技術は何ですか？	パスワードハッシュ	3
307	Security	ペネトレーションテスト	Penetration Testing	システムの脆弱性を探るセキュリティテスト	システムのセキュリティを評価するために、実際の攻撃を模擬するテストは何ですか？	ペネトレーションテスト	3
308	Security	ゼロデイ攻撃	Zero-Day Attack	未知の脆弱性を突く攻撃	公開されていない脆弱性を利用した攻撃は何と呼ばれますか？	ゼロデイ攻撃	3
309	Security	ソーシャルエンジニアリング	Social Engineering	人間の心理を利用した攻撃手法	技術的な手段ではなく、人間の心理を利用してセキュリティを突破する手法は何ですか？	ソーシャルエンジニアリング	2
310	Security	フィッシング	Phishing	詐欺的な手法で個人情報を盗む攻撃	偽のウェブサイトやメールを使用して個人情報を盗む攻撃手法は何ですか？	フィッシング	2
311	Security	マルウェア	Malware	悪意のあるソフトウェアの総称	コンピューターに害を与える目的で作成された悪意のあるソフトウェアの総称は何ですか？	マルウェア	1
312	Security	ランサムウェア	Ransomware	身代金要求型のマルウェア	データを人質に取って身代金を要求するマルウェアは何ですか？	ランサムウェア	2
313	Security	ボットネット	Botnet	乗っ取られたコンピューターの集合	悪意のある目的で制御される感染コンピューターの集合は何と呼ばれますか？	ボットネット	3
314	Security	DDoS攻撃	Distributed Denial of Service Attack	分散型サービス妨害攻撃	多数のコンピューターからサーバーに一斉にアクセスしてサービスを妨害する攻撃は何ですか？	DDoS攻撃	3
315	Security	SQLインジェクション	SQL Injection	データベースを攻撃する手法	不正なSQLコードを挿入してデータベースを操作する攻撃手法は何ですか？	SQLインジェクション	3
316	Security	クロスサイトスクリプティング	Cross-Site Scripting (XSS)	Webアプリケーションの脆弱性を突く攻撃	Webページに悪意のあるスクリプトを挿入する攻撃手法は何ですか？	クロスサイトスクリプティング	3
317	Security	CSRF	Cross-Site Request Forgery	Webアプリケーションの脆弱性を突く攻撃	ユーザーに意図しないリクエストを送信させる攻撃手法は何ですか？	CSRF	3
318	Security	バッファオーバーフロー	Buffer Overflow	メモリ管理の不備を突く攻撃	プログラムのメモリ領域を超えてデータを書き込む攻撃手法は何ですか？	バッファオーバーフロー	3
319	Security	セキュアコーディング	Secure Coding	セキュリティを考慮したプログラミング手法	脆弱性を作り込まないようにするプログラミング手法は何ですか？	セキュアコーディング	3
320	Security	ハードニング	Hardening	システムのセキュリティを強化すること	システムの脆弱性を減らし、セキュリティを強化するプロセスは何ですか？	ハードニング	3
321	Security	パッチ管理	Patch Management	ソフトウェアの更新を管理すること	ソフトウェアの脆弱性を修正するための更新プログラムを管理するプロセスは何ですか？	パッチ管理	2
322	Security	IDS	Intrusion Detection System	侵入検知システム	ネットワークやシステムへの不正アクセスを検知するシステムは何ですか？	IDS	3
323	Security	IPS	Intrusion Prevention System	侵入防止システム	検知した不正アクセスを自動的にブロックするシステムは何ですか？	IPS	3
324	Security	SIEM	Security Information and Event Management	セキュリティ情報・イベント管理	セキュリティに関する情報やイベントを一元管理・分析するシステムは何ですか？	SIEM	3
325	Security	EDR	Endpoint Detection and Response	エンドポイント検知・対応	端末レベルの脅威を検知・対応するセキュリティソリューションは何ですか？	EDR	3
326	Security	サンドボックス	Sandbox	隔離された実行環境	安全に隔離された環境でプログラムを実行する技術は何ですか？	サンドボックス	3
327	Security	ハニーポット	Honeypot	攻撃者を誘き寄せる罠	攻撃者を誘き寄せて情報を収集するための罠のようなシステムは何ですか？	ハニーポット	3
328	Security	デジタルフォレンジック	Digital Forensics	デジタル証拠の調査・分析	サイバー犯罪の証拠を収集・分析する科学的手法は何ですか？	デジタルフォレンジック	3
329	Security	インシデントレスポンス	Incident Response	セキュリティインシデントへの対応	セキュリティ事故が発生した際の組織的な対応プロセスは何ですか？	インシデントレスポンス	3
330	Security	リスクアセスメント	Risk Assessment	セキュリティリスクの評価	潜在的な脅威や脆弱性を特定し、その影響を評価するプロセスは何ですか？	リスクアセスメント	3
331	Security	GDPR	General Data Protection Regulation	EU一般データ保護規則	EUの個人データ保護に関する規則の略称は何ですか？	GDPR	3
332	Security	HIPAA	Health Insurance Portability and Accountability Act	米国医療保険の相互運用性と説明責任に関する法律	米国の医療情報保護に関する法律の略称は何ですか？	HIPAA	3
333	Security	PCI DSS	Payment Card Industry Data Security Standard	支払いカード業界のデータセキュリティ基準	クレジットカード情報を扱う企業が遵守すべきセキュリティ基準は何ですか？	PCI DSS	3
334	Security	ISO 27001	ISO/IEC 27001	情報セキュリティマネジメントシステムの国際規格	情報セキュリティマネジメントシステムに関する国際規格は何ですか？	ISO 27001	3
335	Security	ゼロトラストセキュリティ	Zero Trust Security	信頼を前提としないセキュリティモデル	「何も信頼せず、常に検証する」というセキュリティモデルは何ですか？	ゼロトラストセキュリティ	3
336	Security	SOAR	Security Orchestration, Automation and Response	セキュリティオーケストレーション自動化対応	セキュリティ運用を自動化・効率化するツールスイートは何ですか？	SOAR	3
337	Security	CASB	Cloud Access Security Broker	クラウドアクセスセキュリティブローカー	クラウドサービスの利用を可視化・制御するセキュリティソリューションは何ですか？	CASB	3
338	Security	UEBA	User and Entity Behavior Analytics	ユーザーとエンティティの行動分析	ユーザーや機器の異常な行動を検出するセキュリティ分析手法は何ですか？	UEBA	3
339	Security	DLP	Data Loss Prevention	データ損失防止	機密情報の漏洩を防ぐためのセキュリティ技術は何ですか？	DLP	3
340	Security	IAM	Identity and Access Management	アイデンティティ・アクセス管理	ユーザー認証と権限管理を一元的に行うシステムは何ですか？	IAM	3
341	Security	PAM	Privileged Access Management	特権アクセス管理	特権ユーザーのアクセスを管理・監視するシステムは何ですか？	PAM	3
342	Security	RBAC	Role-Based Access Control	ロールベースアクセス制御	ユーザーの役割に基づいてアクセス権を制御する方式は何ですか？	RBAC	3
343	Security	ABAC	Attribute-Based Access Control	属性ベースアクセス制御	ユーザーや環境の属性に基づいてアクセス権を制御する方式は何ですか？	ABAC	3
344	Security	SSO	Single Sign-On	シングルサインオン	1回の認証で複数のサービスにアクセスできる仕組みは何ですか？	SSO	2
345	Security	2FA	Two-Factor Authentication	二要素認証	2つの異なる要素を使用して認証を行う方式は何ですか？	2FA	2
346	Security	OTP	One-Time Password	ワンタイムパスワード	1回限り使用可能な使い捨てパスワードは何と呼ばれますか？	OTP	2
347	Security	TOTP	Time-based One-Time Password	時間ベースワンタイムパスワード	時間に基づいて生成されるワンタイムパスワードは何と呼ばれますか？	TOTP	3
348	Security	FIDO	Fast IDentity Online	オンライン認証の標準規格	パスワードレス認証を目指す業界団体とその認証規格は何と呼ばれますか？	FIDO	3
349	Security	U2F	Universal 2nd Factor	ユニバーサル第2要素認証	FIDOアライアンスが策定した2要素認証の規格は何ですか？	U2F	3
350	Security	WebAuthn	Web Authentication	Web認証API	Webブラウザに組み込まれた強力な認証APIは何ですか？	WebAuthn	3
351	Database	RDBMS	Relational Database Management System	関係データベース管理システム	テーブル形式でデータを管理するシステムの略称は何ですか？	RDBMS	2
352	Database	SQL	Structured Query Language	構造化クエリ言語	データベースの操作や管理に使用される標準的な言語は何ですか？	SQL	1
353	Database	NoSQL	Not Only SQL	非リレーショナルデータベース	リレーショナルモデルを使用しない柔軟なデータベース管理システムは何と呼ばれますか？	NoSQL	2
354	Database	インデックス	Index	データベースの検索を高速化する仕組み	データベースの検索速度を向上させるために使用される構造は何ですか？	インデックス	2
355	Database	トランザクション	Transaction	一連のデータベース操作をまとめて扱う単位	複数のデータベース操作を一つの論理的な単位として扱う概念は何ですか？	トランザクション	2
356	Database	ACID	Atomicity, Consistency, Isolation, Durability	トランザクションの4つの特性	データベーストランザクションが持つべき4つの特性を表す頭字語は何ですか？	ACID	3
357	Database	正規化	Normalization	データの重複を減らし、一貫性を保つ設計手法	データベースの冗長性を減らし、整合性を向上させる設計プロセスは何ですか？	正規化	3
358	Database	主キー	Primary Key	テーブル内のレコードを一意に識別する列	テーブル内の各レコードを一意に識別するために使用される列は何ですか？	主キー	2
359	Database	外部キー	Foreign Key	他のテーブルとの関連付けに使用される列	他のテーブルの主キーを参照するために使用される列は何ですか？	外部キー	2
360	Database	ビュー	View	データベース内の仮想テーブル	実際のテーブルに基づいて作成される仮想的なテーブルは何ですか？	ビュー	2
361	Database	ストアドプロシージャ	Stored Procedure	データベース内に保存される一連のSQL文	データベースサーバー上に保存され、呼び出し可能なSQL文の集合は何ですか？	ストアドプロシージャ	3
362	Database	トリガー	Trigger	特定のイベントで自動実行されるプログラム	データベースの特定のイベントで自動的に実行されるプログラムは何ですか？	トリガー	3
363	Database	OLTP	Online Transaction Processing	オンライントランザクション処理	リアルタイムのトランザクション処理を行うシステムの略称は何ですか？	OLTP	3
364	Database	OLAP	Online Analytical Processing	オンライン分析処理	大量のデータを多角的に分析するシステムの略称は何ですか？	OLAP	3
365	Database	データウェアハウス	Data Warehouse	大規模なデータ分析のための統合データベース	企業の意思決定を支援するための大規模な統合データベースは何ですか？	データウェアハウス	3
366	Database	シャーディング	Sharding	データベースを複数のサーバーに分散させる技術	大規模データベースを複数のサーバーに水平分割する技術は何ですか？	シャーディング	3
367	Database	レプリケーション	Replication	データベースの複製を作成し同期を保つ技術	データベースの複製を作成し、同期を維持する技術は何ですか？	レプリケーション	3
368	Database	ORM	Object-Relational Mapping	オブジェクト指向言語とRDBMSの橋渡し	プログラミング言語のオブジェクトとデータベースのテーブルを対応付ける技術は何ですか？	ORM	3
369	Database	ETL	Extract, Transform, Load	データの抽出・変換・読み込み	データウェアハウスにデータを取り込む際の3つのステップを表す略称は何ですか？	ETL	3
370	Database	CAP定理	CAP Theorem	分散システムの特性に関する定理	一貫性、可用性、分断耐性の3つを同時に満たすことができないという定理は何ですか？	CAP定理	3
371	Database	CRUD	Create, Read, Update, Delete	データベース操作の基本機能	データベースの基本的な4つの操作を表す頭字語は何ですか？	CRUD	2
372	Database	DDL	Data Definition Language	データ定義言語	テーブルやインデックスなどのデータベース構造を定義するSQLの一部は何ですか？	DDL	2
373	Database	DML	Data Manipulation Language	データ操作言語	データの挿入、更新、削除などを行うSQLの一部は何ですか？	DML	2
374	Database	DCL	Data Control Language	データ制御言語	ユーザーの権限管理などを行うSQLの一部は何ですか？	DCL	2
375	Database	結合	Join	複数のテーブルを関連付けて結果を得る操作	複数のテーブルから関連するデータを取得する操作は何ですか？	結合	2
376	Database	サブクエリ	Subquery	クエリ内に含まれる別のクエリ	別のSELECT文の結果を利用するためにクエリ内に書かれるクエリは何ですか？	サブクエリ	3
377	Database	集約関数	Aggregate Function	複数の値から1つの結果を計算する関数	SUM、AVG、COUNTなど、複数の行からひとつの値を計算する関数は何と呼ばれますか？	集約関数	2
378	Database	GROUP BY	GROUP BY	データをグループ化する句	SQLで指定した列でデータをグループ化するために使用する句は何ですか？	GROUP BY	2
379	Database	HAVING	HAVING	グループ化されたデータに条件を適用する句	GROUP BY 句でグループ化されたデータに条件を適用する句は何ですか？	HAVING	3
380	Database	インデックススキャン	Index Scan	インデックスを使用したテーブルスキャン	インデックスを使用してテーブルデータにアクセスする方法は何ですか？	インデックススキャン	3
381	Database	シーケンシャルスキャン	Sequential Scan	テーブル全体をスキャンする方法	テーブルの全データを順番に読み込むスキャン方法は何ですか？	シーケンシャルスキャン	3
382	Database	クラスタリングインデックス	Clustered Index	データの物理的な順序を決定するインデックス	テーブルのデータの物理的な順序を決定するインデックスは何ですか？	クラスタリングインデックス	3
383	Database	非クラスタリングインデックス	Non-Clustered Index	データの論理的な順序を提供するインデックス	データの物理的な順序を変更せずに、論理的な順序を提供するインデックスは何ですか？	非クラスタリングインデックス	3
384	Database	カーディナリティ	Cardinality	列の値の種類の数	ある列に含まれる一意な値の数を表す用語は何ですか？	カーディナリティ	3
385	Database	選択性	Selectivity	インデックスの効率性を示す指標	インデックスが絞り込める割合を示す指標は何ですか？	選択性	3
386	Database	デッドロック	Deadlock	複数のトランザクションが互いのロックを待つ状態	複数のトランザクションが互いに相手のロック解除を待つ状態は何ですか？	デッドロック	3
387	Database	MVCC	Multi-Version Concurrency Control	同時実行制御の一種	データの複数のバージョンを管理することで並行性を向上させる技術は何ですか？	MVCC	3
388	Database	2相コミット	Two-Phase Commit	分散トランザクションの一貫性を保証するプロトコル	分散トランザクションの一貫性を保証するための2段階のコミットプロトコルは何ですか？	2相コミット	3
389	Database	コネクションプーリング	Connection Pooling	データベース接続を効率的に管理する技術	データベース接続を再利用するために事前に確立し、管理する技術は何ですか？	コネクションプーリング	3
390	Database	スロークエリ	Slow Query	実行に時間がかかるクエリ	実行に通常より長い時間がかかるデータベースクエリは何と呼ばれますか？	スロークエリ	2
391	Database	インメモリデータベース	In-Memory Database	主メモリにデータを保持するデータベース	データを主にRAMに保持することで高速化を図るデータベースは何ですか？	インメモリデータベース	3
392	Database	列指向データベース	Column-Oriented Database	データを列ごとに格納するデータベース	データを行ではなく列ごとに格納するデータベース形式は何ですか？	列指向データベース	3
393	Database	ドキュメント指向データベース	Document-Oriented Database	ドキュメント形式でデータを格納するNoSQLデータベース	JSONのようなドキュメント形式でデータを格納するNoSQLデータベースは何ですか？	ドキュメント指向データベース	3
394	Database	キーバリューストア	Key-Value Store	キーと値のペアでデータを格納するNoSQLデータベース	シンプルなキーと値のペアでデータを格納するNoSQLデータベースは何ですか？	キーバリューストア	2
395	Database	グラフデータベース	Graph Database	ノードと関係性でデータを表現するNoSQLデータベース	エンティティ間の関係性を重視し、グラフ構造でデータを表現するNoSQLデータベースは何ですか？	グラフデータベース	3
396	Database	時系列データベース	Time Series Database	時系列データに最適化されたデータベース	時間に関連づけられたデータの保存と分析に特化したデータベースは何ですか？	時系列データベース	3
397	Database	NewSQL	NewSQL	スケーラビリティとACID特性を両立するデータベース	NoSQLの拡張性とRDBMSのACID特性を両立しようとする新しいデータベースカテゴリは何ですか？	NewSQL	3
398	Database	データレイク	Data Lake	構造化・非構造化データを格納する大規模リポジトリ	様々な形式のデータを生のまま格納する大規模なデータリポジトリは何ですか？	データレイク	3
399	Database	データマート	Data Mart	特定の部門や目的のためのデータウェアハウスのサブセット	データウェアハウスから特定の部門や目的のために抽出された小規模なデータセットは何ですか？	データマート	3
400	Database	ビッグデータ	Big Data	従来のデータベースで処理が困難な大規模データセット	従来のデータベース管理ツールでは処理が困難な大量のデータセットを指す用語は何ですか？	ビッグデータ	2
401	Cloud Computing	クラウドコンピューティング	Cloud Computing	インターネットを通じてコンピューティングリソースを提供するモデル	インターネットを通じてコンピューティングリソースをオンデマンドで利用できるモデルは何ですか？	クラウドコンピューティング	1
402	Cloud Computing	SaaS	Software as a Service	ソフトウェアをサービスとして提供するモデル	インターネットを通じてソフトウェアを提供するクラウドサービスモデルは何ですか？	SaaS	2
403	Cloud Computing	PaaS	Platform as a Service	プラットフォームをサービスとして提供するモデル	開発環境をサービスとして提供するクラウドサービスモデルは何ですか？	PaaS	2
404	Cloud Computing	IaaS	Infrastructure as a Service	インフラストラクチャをサービスとして提供するモデル	仮想マシンやストレージなどのインフラをサービスとして提供するクラウドサービスモデルは何ですか？	IaaS	2
405	Cloud Computing	パブリッククラウド	Public Cloud	一般に公開されているクラウドサービス	一般のユーザーや企業に公開されているクラウドサービスは何ですか？	パブリッククラウド	1
406	Cloud Computing	プライベートクラウド	Private Cloud	特定の組織専用のクラウド環境	特定の組織内でのみ使用される専用のクラウド環境は何ですか？	プライベートクラウド	1
407	Cloud Computing	ハイブリッドクラウド	Hybrid Cloud	パブリックとプライベートを組み合わせたクラウド環境	パブリッククラウドとプライベートクラウドを組み合わせた環境は何ですか？	ハイブリッドクラウド	2
408	Cloud Computing	マルチクラウド	Multi-Cloud	複数のクラウドプロバイダーを利用する戦略	複数のクラウドプロバイダーのサービスを組み合わせて利用する戦略は何ですか？	マルチクラウド	2
409	Cloud Computing	クラウドネイティブ	Cloud Native	クラウド環境に最適化されたアプリケーション開発・運用手法	クラウド環境の利点を最大限に活用するアプリケーション開発・運用のアプローチは何と呼ばれますか？	クラウドネイティブ	3
410	Cloud Computing	コンテナ化	Containerization	アプリケーションとその依存関係をパッケージ化する技術	アプリケーションとその実行環境を一緒にパッケージ化する技術は何ですか？	コンテナ化	2
411	Cloud Computing	Docker	Docker	コンテナ化プラットフォーム	最も広く使用されているコンテナ化プラットフォームは何ですか？	Docker	2
412	Cloud Computing	Kubernetes	Kubernetes	コンテナオーケストレーションプラットフォーム	コンテナ化されたアプリケーションのデプロイ、スケーリング、管理を自動化するオープンソースプラットフォームは何ですか？	Kubernetes	3
413	Cloud Computing	マイクロサービス	Microservices	小さな独立したサービスの集合体としてアプリケーションを構築する手法	アプリケーションを小さな独立したサービスの集合体として構築する設計手法は何ですか？	マイクロサービス	3
414	Cloud Computing	サーバーレス	Serverless	サーバー管理を抽象化するクラウドコンピューティングモデル	開発者がサーバー管理を気にせずにコードを実行できるクラウドコンピューティングモデルは何ですか？	サーバーレス	3
415	Cloud Computing	FaaS	Function as a Service	個々の関数をサービスとして提供するモデル	個々の関数を独立して実行できるサーバーレスコンピューティングのモデルは何ですか？	FaaS	3
416	Cloud Computing	API Gateway	API Gateway	APIの管理、セキュリティ、監視を行うサービス	クライアントとバックエンドサービス間のAPIトラフィックを管理するサービスは何ですか？	API Gateway	3
417	Cloud Computing	CDN	Content Delivery Network	コンテンツ配信の最適化ネットワーク	地理的に分散したサーバーを使用してWebコンテンツの配信を最適化するネットワークは何ですか？	CDN	2
418	Cloud Computing	ロードバランサー	Load Balancer	トラフィックを複数のサーバーに分散する装置	ネットワークトラフィックを複数のサーバーに分散させる装置は何ですか？	ロードバランサー	2
419	Cloud Computing	オートスケーリング	Auto Scaling	需要に応じて自動的にリソースを増減する機能	トラフィックの増減に応じて自動的にサーバーの数を調整する機能は何ですか？	オートスケーリング	2
420	Cloud Computing	仮想マシン	Virtual Machine	ソフトウェアによってエミュレートされたコンピューター	物理的なハードウェアを模倣するソフトウェアベースのコンピューターは何ですか？	仮想マシン	2
421	Cloud Computing	ハイパーバイザー	Hypervisor	仮想マシンを管理するソフトウェア	複数の仮想マシンを作成・実行・管理するソフトウェアは何ですか？	ハイパーバイザー	3
422	Cloud Computing	オーケストレーション	Orchestration	複数のシステムやサービスを自動的に設定・管理する技術	複数のクラウドサービスやリソースを自動的に設定・調整・管理するプロセスは何ですか？	オーケストレーション	3
