id	genre_term	word_term	word_definition	word_explanation	question_content	correct_answer	difficulty
167	Network	SSL/TLS	Secure Sockets Layer/Transport Layer Security	通信を暗号化するプロトコル	インターネット上の通信を暗号化し、セキュアにするプロトコルは何ですか？	SSL/TLS	3
168	Network	SMTP	Simple Mail Transfer Protocol	電子メールを送信するためのプロトコル	電子メールをサーバー間で送信するために使用されるプロトコルは何ですか？	SMTP	2
169	Network	POP3	Post Office Protocol version 3	電子メールを受信するためのプロトコル	クライアントがメールサーバーから電子メールをダウンロードするためのプロトコルは何ですか？	POP3	2
170	Network	IMAP	Internet Message Access Protocol	メールサーバー上でメールを管理するためのプロトコル	メールサーバー上で直接メールを管理するためのプロトコルは何ですか？	IMAP	2
171	Network	FTP	File Transfer Protocol	ファイル転送のためのプロトコル	コンピューター間でファイルを転送するための標準的なプロトコルは何ですか？	FTP	2
172	Network	HTTP	Hypertext Transfer Protocol	Web上でデータを転送するためのプロトコル	Webブラウザとサーバー間でデータを転送するための主要なプロトコルは何ですか？	HTTP	2
173	Network	HTTPS	Hypertext Transfer Protocol Secure	暗号化されたHTTP通信	SSL/TLSを使用してセキュアな通信を行うWebプロトコルは何ですか？	HTTPS	2
174	Network	Ping	Ping	ネットワーク接続を確認するためのユーティリティ	ネットワーク上のデバイスの到達可能性をテストするためのユーティリティは何ですか？	Ping	1
175	Network	Traceroute	Traceroute	パケットの経路を追跡するユーティリティ	パケットがネットワーク上でたどる経路を表示するユーティリティは何ですか？	Traceroute	2
176	Network	ARP	Address Resolution Protocol	IPアドレスをMACアドレスに変換するプロトコル	IPアドレスを対応するMACアドレスに解決するために使用されるプロトコルは何ですか？	ARP	3
177	Network	ICMP	Internet Control Message Protocol	ネットワーク診断用のプロトコル	ネットワークデバイス間でエラーメッセージや運用情報を送信するためのプロトコルは何ですか？	ICMP	3
178	Network	帯域幅	Bandwidth	ネットワークの伝送容量	一定時間内にネットワークで転送できるデータ量を表す用語は何ですか？	帯域幅	2
179	Network	レイテンシ	Latency	データ伝送の遅延時間	データがネットワーク上の2点間を移動するのにかかる時間を表す用語は何ですか？	レイテンシ	2
180	Network	ジッター	Jitter	パケット到着時間のばらつき	ネットワーク上でのパケット到着時間のばらつきを表す用語は何ですか？	ジッター	3
181	Network	QoS	Quality of Service	ネットワークサービスの品質保証	特定のネットワークトラフィックに優先順位を付けて品質を保証する技術は何ですか？	QoS	3
182	Network	マルチキャスト	Multicast	1対多の通信方式	1つの送信元から複数の宛先に同時にデータを送信する通信方式は何ですか？	マルチキャスト	3
183	Network	ブロードキャスト	Broadcast	ネットワーク上の全デバイスへの同時通信	ネットワーク上のすべてのデバイスに同時にデータを送信する通信方式は何ですか？	ブロードキャスト	2
184	Network	ユニキャスト	Unicast	1対1の通信方式	1つの送信元から1つの宛先にデータを送信する通信方式は何ですか？	ユニキャスト	2
185	Network	ルーティングテーブル	Routing Table	パケットの転送経路情報を格納したテーブル	ネットワーク上でパケットの転送経路を決定するための情報を格納したテーブルは何ですか？	ルーティングテーブル	3
186	Network	BGP	Border Gateway Protocol	自律システム間の経路制御プロトコル	インターネット上の自律システム間で経路情報を交換するためのプロトコルは何ですか？	BGP	3
187	Network	OSPF	Open Shortest Path First	ネットワーク内の最短経路を計算するルーティングプロトコル	ネットワーク内の最短経路を動的に計算するリンクステート型のルーティングプロトコルは何ですか？	OSPF	3
188	Network	MPLS	Multiprotocol Label Switching	ラベルベースのパケット転送技術	パケットにラベルを付けて高速に転送する技術は何ですか？	MPLS	3
189	Network	SDN	Software-Defined Networking	ソフトウェアでネットワークを制御する概念	ネットワークの制御をハードウェアから分離し、ソフトウェアで管理する概念は何ですか？	SDN	3
190	Network	NFC	Near Field Communication	近距離無線通信技術	数センチメートルの距離で情報をやり取りする近距離無線通信技術は何ですか？	NFC	2
191	Network	Bluetooth	Bluetooth	短距離無線通信規格	モバイルデバイス間の短距離無線通信に使用される規格は何ですか？	Bluetooth	2
192	Network	Wi-Fi	Wi-Fi	無線LANの規格	IEEE 802.11規格に基づく無線ローカルエリアネットワーク技術は何ですか？	Wi-Fi	1
193	Network	5G	5G	第5世代移動通信システム	高速・大容量・低遅延を特徴とする最新の移動通信システムは何ですか？	5G	2
194	Network	IPv6	Internet Protocol version 6	次世代インターネットプロトコル	128ビットのアドレス空間を持つ次世代インターネットプロトコルは何ですか？	IPv6	3
195	Network	NAT64	Network Address Translation 64	IPv6とIPv4の相互通信を可能にする技術	IPv6ネットワークとIPv4ネットワーク間の通信を可能にする技術は何ですか？	NAT64	3
196	Network	CDN	Content Delivery Network	コンテンツ配信の最適化ネットワーク	地理的に分散したサーバーを使用してWebコンテンツの配信を最適化するネットワークは何ですか？	CDN	3
197	Network	P2P	Peer-to-Peer	分散型ネットワークモデル	中央サーバーを介さずに直接ユーザー間で通信を行うネットワークモデルは何ですか？	P2P	2
198	Network	トークンリング	Token Ring	リング型ネットワークのアクセス制御方式	特別なデータフレーム（トークン）を使用してネットワークアクセスを制御する方式は何ですか？	トークンリング	3
199	Network	CSMA/CD	Carrier Sense Multiple Access with Collision Detection	イーサネットの衝突検出方式	イーサネットで使用される、衝突を検出して再送信を行うアクセス方式は何ですか？	CSMA/CD	3
200	Network	PPP	Point-to-Point Protocol	2点間の直接接続を行うプロトコル	2つのネットワークノード間で直接的な接続を確立するためのプロトコルは何ですか？	PPP	2
